"week_end","pruid","prename","vaccine_group","product_name","numtotal_totaldoses_admin","numtotal_dose1_admin","numtotal_dose2_admin","numtotal_dose3_admin","numtotal_dose4_admin","numtotal_dose5._admin","numtotal_dosenotreported_admin","log_total_doses"
"2022-02-13",35,"Ontario","Other vaccines","Janssen Jcovden",2626,2520,55,51,0,0,0,7.87321705486274
"2022-02-13",35,"Ontario","Other vaccines","Medicago Covifenz",0,0,0,0,0,0,0,-Inf
"2022-02-13",35,"Ontario","Pfizer-BioNTech Comirnaty formulations","Pfizer-BioNTech Comirnaty (ages 12 years and older)",20052893,8674032,7499689,3866021,13151,0,0,16.813883990585
"2022-02-13",35,"Ontario","Pfizer-BioNTech Comirnaty formulations","Pfizer-BioNTech Comirnaty (ages 5-11 years)",898466,597961,300464,40,1,0,0,13.7084441436439
"2022-02-13",35,"Ontario","Total","Total",30747250,12258171,11650701,6755353,83025,0,0,17.2413111173233
"2022-02-13",35,"Ontario","Unknown","Not reported",0,0,0,0,0,0,0,-Inf
"2022-02-13",35,"Ontario","Unknown","Unknown",0,0,0,0,0,0,0,-Inf
"2022-02-13",46,"Manitoba","Moderna Spikevax formulations","Moderna Spikevax",771826,500076,221890,49831,29,0,0,13.556514415002
"2022-02-13",46,"Manitoba","Moderna Spikevax formulations","Moderna Spikevax (ages 6 months-5 years)",0,0,0,0,0,0,0,-Inf
"2022-02-13",46,"Manitoba","Other vaccines","AstraZeneca Vaxzevria/COVISHIELD",86194,83043,3140,11,0,0,0,11.3643558486608
"2022-02-13",46,"Manitoba","Other vaccines","Janssen Jcovden",1270,1269,1,0,0,0,0,7.14677217945264
"2022-02-13",46,"Manitoba","Other vaccines","Medicago Covifenz",0,0,0,0,0,0,0,-Inf
"2022-02-13",46,"Manitoba","Pfizer-BioNTech Comirnaty formulations","Pfizer-BioNTech Comirnaty (ages 12 years and older)",1808436,836466,684135,287768,66,1,0,14.4079729413046
"2022-02-13",46,"Manitoba","Pfizer-BioNTech Comirnaty formulations","Pfizer-BioNTech Comirnaty (ages 5-11 years)",106769,73275,33480,14,0,0,0,11.5784229012017
"2022-02-13",46,"Manitoba","Total","Total",2774495,1494129,942646,337624,95,1,0,14.83597930662
"2022-02-13",46,"Manitoba","Unknown","Not reported",0,0,0,0,0,0,0,-Inf
"2022-02-13",46,"Manitoba","Unknown","Unknown",0,0,0,0,0,0,0,-Inf
"2022-02-13",47,"Saskatchewan","Moderna Spikevax formulations","Moderna Spikevax",489878,172085,210575,105173,2045,0,0,13.1019116594944
"2022-02-13",47,"Saskatchewan","Moderna Spikevax formulations","Moderna Spikevax (ages 6 months-5 years)",0,0,0,0,0,0,0,-Inf
"2022-02-13",47,"Saskatchewan","Other vaccines","AstraZeneca Vaxzevria/COVISHIELD",91779,74686,17038,55,0,0,0,11.4271387922695
"2022-02-13",47,"Saskatchewan","Other vaccines","Janssen Jcovden",1668,1668,0,0,0,0,0,7.41938058291869
"2022-02-13",47,"Saskatchewan","Other vaccines","Medicago Covifenz",0,0,0,0,0,0,0,-Inf
"2022-02-13",47,"Saskatchewan","Pfizer-BioNTech Comirnaty formulations","Pfizer-BioNTech Comirnaty (ages 12 years and older)",1657680,651060,629571,362207,14842,0,0,14.320929592431
"2022-02-13",47,"Saskatchewan","Pfizer-BioNTech Comirnaty formulations","Pfizer-BioNTech Comirnaty (ages 5-11 years)",98299,60736,37557,6,0,0,0,11.4957691331435
"2022-02-13",47,"Saskatchewan","Total","Total",2339304,960235,894741,467441,16887,0,0,14.6653640071936
"2022-02-13",47,"Saskatchewan","Unknown","Not reported",0,0,0,0,0,0,0,-Inf
"2022-02-13",47,"Saskatchewan","Unknown","Unknown",0,0,0,0,0,0,0,-Inf
"2022-02-13",48,"Alberta","Moderna Spikevax formulations","Moderna Spikevax",1712272,633673,682021,394650,1928,0,0,14.3533317015686
"2022-02-13",48,"Alberta","Moderna Spikevax formulations","Moderna Spikevax (ages 6 months-5 years)",0,0,0,0,0,0,0,-Inf
"2022-02-13",48,"Alberta","Other vaccines","AstraZeneca Vaxzevria/COVISHIELD",310635,267426,42700,508,1,0,0,12.6463738684738
"2022-02-13",48,"Alberta","Other vaccines","Janssen Jcovden",6714,6668,33,13,0,0,0,8.81195017753998
"2022-02-13",48,"Alberta","Other vaccines","Medicago Covifenz",0,0,0,0,0,0,0,-Inf
"2022-02-13",48,"Alberta","Pfizer-BioNTech Comirnaty formulations","Pfizer-BioNTech Comirnaty (ages 12 years and older)",6090862,2444767,2502708,1134248,9139,0,0,15.6223001731837
"2022-02-13",48,"Alberta","Pfizer-BioNTech Comirnaty formulations","Pfizer-BioNTech Comirnaty (ages 5-11 years)",231453,163860,67575,17,1,0,0,12.3521321081382
"2022-02-13",48,"Alberta","Total","Total",8429051,3566703,3321821,1529458,11069,0,0,15.9471947495011
"2022-02-13",48,"Alberta","Unknown","Not reported",0,0,0,0,0,0,0,-Inf
"2022-02-13",48,"Alberta","Unknown","Unknown",77115,50309,26784,22,0,0,0,11.2530530931577
"2022-02-13",59,"British Columbia","Moderna Spikevax formulations","Moderna Spikevax",3432347,908661,1156523,1366784,379,0,0,15.0487548417051
"2022-02-13",59,"British Columbia","Moderna Spikevax formulations","Moderna Spikevax (ages 6 months-5 years)",0,0,0,0,0,0,0,-Inf
"2022-02-13",59,"British Columbia","Other vaccines","AstraZeneca Vaxzevria/COVISHIELD",388472,278251,110074,145,2,0,0,12.8699763741205
"2022-02-13",59,"British Columbia","Other vaccines","Janssen Jcovden",4211,3867,344,0,0,0,0,8.34545542816193
"2022-02-13",59,"British Columbia","Other vaccines","Medicago Covifenz",0,0,0,0,0,0,0,-Inf
"2022-02-13",59,"British Columbia","Pfizer-BioNTech Comirnaty formulations","Pfizer-BioNTech Comirnaty (ages 12 years and older)",6836103,2980384,2791400,1063989,330,0,0,15.7377283903949
"2022-02-13",59,"British Columbia","Pfizer-BioNTech Comirnaty formulations","Pfizer-BioNTech Comirnaty (ages 5-11 years)",245390,190819,54571,0,0,0,0,12.4106040606324
"2022-02-13",59,"British Columbia","Total","Total",10906523,4361982,4112912,2430918,711,0,0,16.2048716085723
"2022-02-13",59,"British Columbia","Unknown","Not reported",0,0,0,0,0,0,0,-Inf
"2022-02-13",59,"British Columbia","Unknown","Unknown",0,0,0,0,0,0,0,-Inf
"2022-02-13",60,"Yukon","Moderna Spikevax formulations","Moderna Spikevax",82400,32940,32370,17090,0,0,0,11.3193407158976
"2022-02-13",60,"Yukon","Moderna Spikevax formulations","Moderna Spikevax (ages 6 months-5 years)",0,0,0,0,0,0,0,-Inf
"2022-02-13",60,"Yukon","Other vaccines","AstraZeneca Vaxzevria/COVISHIELD",0,0,0,0,0,0,0,-Inf
"2022-02-13",60,"Yukon","Other vaccines","Janssen Jcovden",19,19,0,0,0,0,0,2.94443897916644
"2022-02-13",60,"Yukon","Other vaccines","Medicago Covifenz",0,0,0,0,0,0,0,-Inf
"2022-02-13",60,"Yukon","Pfizer-BioNTech Comirnaty formulations","Pfizer-BioNTech Comirnaty (ages 12 years and older)",7151,2623,2592,1936,0,0,0,8.8750074860484
"2022-02-13",60,"Yukon","Pfizer-BioNTech Comirnaty formulations","Pfizer-BioNTech Comirnaty (ages 5-11 years)",2638,2028,610,0,0,0,0,7.87777633327726
"2022-02-13",60,"Yukon","Total","Total",92208,37610,35572,19026,0,0,0,11.4318021736764
"2022-02-13",60,"Yukon","Unknown","Not reported",0,0,0,0,0,0,0,-Inf
"2022-02-13",60,"Yukon","Unknown","Unknown",0,0,0,0,0,0,0,-Inf
"2022-02-13",61,"Northwest Territories","Moderna Spikevax formulations","Moderna Spikevax",84629,34149,33197,17283,0,0,0,11.3460322764535
"2022-02-13",61,"Northwest Territories","Moderna Spikevax formulations","Moderna Spikevax (ages 6 months-5 years)",0,0,0,0,0,0,0,-Inf
"2022-02-13",61,"Northwest Territories","Other vaccines","AstraZeneca Vaxzevria/COVISHIELD",0,0,0,0,0,0,0,-Inf
"2022-02-13",61,"Northwest Territories","Other vaccines","Janssen Jcovden",0,0,0,0,0,0,0,-Inf
"2022-02-13",61,"Northwest Territories","Other vaccines","Medicago Covifenz",0,0,0,0,0,0,0,-Inf
"2022-02-13",61,"Northwest Territories","Pfizer-BioNTech Comirnaty formulations","Pfizer-BioNTech Comirnaty (ages 12 years and older)",9845,3999,4262,1584,0,0,0,9.19471899107323
"2022-02-13",61,"Northwest Territories","Pfizer-BioNTech Comirnaty formulations","Pfizer-BioNTech Comirnaty (ages 5-11 years)",4010,2664,1346,0,0,0,0,8.29654652030061
"2022-02-13",61,"Northwest Territories","Total","Total",98484,40812,38805,18867,0,0,0,11.4976493774177
"2022-02-13",61,"Northwest Territories","Unknown","Not reported",0,0,0,0,0,0,0,-Inf
"2022-02-13",61,"Northwest Territories","Unknown","Unknown",0,0,0,0,0,0,0,-Inf
"2022-02-13",62,"Nunavut","Moderna Spikevax formulations","Moderna Spikevax",59324,23882,22591,12851,0,0,0,10.9907692248619
"2022-02-13",62,"Nunavut","Moderna Spikevax formulations","Moderna Spikevax (ages 6 months-5 years)",0,0,0,0,0,0,0,-Inf
"2022-02-13",62,"Nunavut","Other vaccines","AstraZeneca Vaxzevria/COVISHIELD",0,0,0,0,0,0,0,-Inf
"2022-02-13",62,"Nunavut","Other vaccines","Janssen Jcovden",0,0,0,0,0,0,0,-Inf
"2022-02-13",62,"Nunavut","Other vaccines","Medicago Covifenz",0,0,0,0,0,0,0,-Inf
"2022-02-13",62,"Nunavut","Pfizer-BioNTech Comirnaty formulations","Pfizer-BioNTech Comirnaty (ages 12 years and older)",8936,4097,3721,1118,0,0,0,9.09784334074904
"2022-02-13",62,"Nunavut","Pfizer-BioNTech Comirnaty formulations","Pfizer-BioNTech Comirnaty (ages 5-11 years)",5117,3750,1367,0,0,0,0,8.54032360880509
"2022-02-13",62,"Nunavut","Total","Total",73377,31729,27679,13969,0,0,0,11.2033658139991
"2022-02-13",62,"Nunavut","Unknown","Not reported",0,0,0,0,0,0,0,-Inf
"2022-02-13",62,"Nunavut","Unknown","Unknown",0,0,0,0,0,0,0,-Inf
"2022-02-20",1,"Canada","Moderna Spikevax formulations","Moderna Spikevax",22525121,4854488,6735218,5501183,82601,1,5351630,16.9301417332534
"2022-02-20",1,"Canada","Moderna Spikevax formulations","Moderna Spikevax (ages 6 months-5 years)",0,0,0,0,0,0,0,-Inf
"2022-02-20",1,"Canada","Other vaccines","AstraZeneca Vaxzevria/COVISHIELD",2811262,1706165,406312,818,3,0,697964,14.8491440508104
"2022-02-20",1,"Canada","Other vaccines","Janssen Jcovden",18082,17495,470,83,0,0,34,9.80267224729731
"2022-02-20",1,"Canada","Other vaccines","Medicago Covifenz",0,0,0,0,0,0,0,-Inf
"2022-02-20",1,"Canada","Pfizer-BioNTech Comirnaty formulations","Pfizer-BioNTech Comirnaty (ages 12 years and older)",51750517,17148692,15422120,7536671,44385,1,11598648,17.761944980398
"2022-02-20",1,"Canada","Pfizer-BioNTech Comirnaty formulations","Pfizer-BioNTech Comirnaty (ages 5-11 years)",2537974,1222622,637057,139,2,0,678154,14.7468766829172
"2022-02-20",1,"Canada","Total","Total",79727274,25001446,23229491,13042597,126991,2,18326747,18.1941222935016
"2022-02-20",1,"Canada","Unknown","Not reported",0,0,0,0,0,0,0,-Inf
"2022-02-20",1,"Canada","Unknown","Unknown",84318,51984,28314,3703,0,0,317,11.3423506443288
"2022-02-20",10,"Newfoundland and Labrador","Moderna Spikevax formulations","Moderna Spikevax",476877,103200,191964,180702,1011,0,0,13.0750138749832
"2022-02-20",10,"Newfoundland and Labrador","Moderna Spikevax formulations","Moderna Spikevax (ages 6 months-5 years)",0,0,0,0,0,0,0,-Inf
"2022-02-20",10,"Newfoundland and Labrador","Other vaccines","AstraZeneca Vaxzevria/COVISHIELD",28636,27804,827,5,0,0,0,10.2624199465161
"2022-02-20",10,"Newfoundland and Labrador","Other vaccines","Janssen Jcovden",203,178,8,17,0,0,0,5.31320597904179
"2022-02-20",10,"Newfoundland and Labrador","Other vaccines","Medicago Covifenz",0,0,0,0,0,0,0,-Inf
"2022-02-20",10,"Newfoundland and Labrador","Pfizer-BioNTech Comirnaty formulations","Pfizer-BioNTech Comirnaty (ages 12 years and older)",680943,330402,261537,88715,289,0,0,13.431233881188
"2022-02-20",10,"Newfoundland and Labrador","Pfizer-BioNTech Comirnaty formulations","Pfizer-BioNTech Comirnaty (ages 5-11 years)",44949,28803,16145,1,0,0,0,10.7132837927113
"2022-02-20",10,"Newfoundland and Labrador","Total","Total",1231608,490387,470481,269440,1300,0,0,14.0238311906268
"2022-02-20",10,"Newfoundland and Labrador","Unknown","Not reported",0,0,0,0,0,0,0,-Inf
"2022-02-20",10,"Newfoundland and Labrador","Unknown","Unknown",0,0,0,0,0,0,0,-Inf
"2022-02-20",11,"Prince Edward Island","Moderna Spikevax formulations","Moderna Spikevax",97901,29827,35739,32335,0,0,0,11.491712042971
"2022-02-20",11,"Prince Edward Island","Moderna Spikevax formulations","Moderna Spikevax (ages 6 months-5 years)",0,0,0,0,0,0,0,-Inf
"2022-02-20",11,"Prince Edward Island","Other vaccines","AstraZeneca Vaxzevria/COVISHIELD",5951,5307,644,0,0,0,0,8.69131455164485
"2022-02-20",11,"Prince Edward Island","Other vaccines","Janssen Jcovden",92,92,0,0,0,0,0,4.52178857704904
"2022-02-20",11,"Prince Edward Island","Other vaccines","Medicago Covifenz",0,0,0,0,0,0,0,-Inf
"2022-02-20",11,"Prince Edward Island","Pfizer-BioNTech Comirnaty formulations","Pfizer-BioNTech Comirnaty (ages 12 years and older)",239587,101531,97211,40845,0,0,0,12.3866718866563
"2022-02-20",11,"Prince Edward Island","Pfizer-BioNTech Comirnaty formulations","Pfizer-BioNTech Comirnaty (ages 5-11 years)",12662,8299,4363,0,0,0,0,9.44636066110407
"2022-02-20",11,"Prince Edward Island","Total","Total",356193,145056,137957,73180,0,0,0,12.7832279977636
"2022-02-20",11,"Prince Edward Island","Unknown","Not reported",0,0,0,0,0,0,0,-Inf
"2022-02-20",11,"Prince Edward Island","Unknown","Unknown",0,0,0,0,0,0,0,-Inf
"2022-02-20",12,"Nova Scotia","Moderna Spikevax formulations","Moderna Spikevax",680834,162806,307896,210132,0,0,0,13.4310737962399
"2022-02-20",12,"Nova Scotia","Moderna Spikevax formulations","Moderna Spikevax (ages 6 months-5 years)",0,0,0,0,0,0,0,-Inf
"2022-02-20",12,"Nova Scotia","Other vaccines","AstraZeneca Vaxzevria/COVISHIELD",61617,60264,1351,2,0,0,0,11.0286930854738
"2022-02-20",12,"Nova Scotia","Other vaccines","Janssen Jcovden",556,541,14,1,0,0,0,6.32076829425058
"2022-02-20",12,"Nova Scotia","Other vaccines","Medicago Covifenz",0,0,0,0,0,0,0,-Inf
"2022-02-20",12,"Nova Scotia","Pfizer-BioNTech Comirnaty formulations","Pfizer-BioNTech Comirnaty (ages 12 years and older)",1415720,625054,507946,282720,0,0,0,14.1631487935697
"2022-02-20",12,"Nova Scotia","Pfizer-BioNTech Comirnaty formulations","Pfizer-BioNTech Comirnaty (ages 5-11 years)",67945,46510,21429,6,0,0,0,11.1264538333546
"2022-02-20",12,"Nova Scotia","Total","Total",2231661,895864,839363,496434,0,0,0,14.6182567092277
"2022-02-20",12,"Nova Scotia","Unknown","Not reported",0,0,0,0,0,0,0,-Inf
"2022-02-20",12,"Nova Scotia","Unknown","Unknown",4989,689,727,3573,0,0,0,8.51499076786104
"2022-02-20",24,"Quebec","Moderna Spikevax formulations","Moderna Spikevax (ages 6 months-5 years)",0,0,0,0,0,0,0,-Inf
"2022-02-20",24,"Quebec","Other vaccines","Medicago Covifenz",0,0,0,0,0,0,0,-Inf
"2022-02-20",24,"Quebec","Unknown","Not reported",0,0,0,0,0,0,0,-Inf
"2022-02-20",35,"Ontario","Moderna Spikevax formulations","Moderna Spikevax",8734225,2118640,3629271,2909596,76718,0,0,15.9827597740881
"2022-02-20",35,"Ontario","Moderna Spikevax formulations","Moderna Spikevax (ages 6 months-5 years)",0,0,0,0,0,0,0,-Inf
"2022-02-20",35,"Ontario","Other vaccines","AstraZeneca Vaxzevria/COVISHIELD",1088544,864785,223728,31,0,0,0,13.9003515814397
"2022-02-20",35,"Ontario","Other vaccines","Janssen Jcovden",2717,2608,58,51,0,0,0,7.90728360942635
"2022-02-20",35,"Ontario","Other vaccines","Medicago Covifenz",0,0,0,0,0,0,0,-Inf
"2022-02-20",35,"Ontario","Pfizer-BioNTech Comirnaty formulations","Pfizer-BioNTech Comirnaty (ages 12 years and older)",20175411,8676432,7509543,3972536,16900,0,0,16.81997514366
"2022-02-20",35,"Ontario","Pfizer-BioNTech Comirnaty formulations","Pfizer-BioNTech Comirnaty (ages 5-11 years)",938649,603095,335488,66,0,0,0,13.7521968863921
"2022-02-20",35,"Ontario","Total","Total",30939546,12265560,11698088,6882280,93618,0,0,17.2475457294398
"2022-02-20",35,"Ontario","Unknown","Not reported",0,0,0,0,0,0,0,-Inf
"2022-02-20",35,"Ontario","Unknown","Unknown",0,0,0,0,0,0,0,-Inf
"2022-02-20",46,"Manitoba","Moderna Spikevax formulations","Moderna Spikevax",775846,503075,222407,50331,32,1,0,13.5617093258626
"2022-02-20",46,"Manitoba","Moderna Spikevax formulations","Moderna Spikevax (ages 6 months-5 years)",0,0,0,0,0,0,0,-Inf
"2022-02-20",46,"Manitoba","Other vaccines","AstraZeneca Vaxzevria/COVISHIELD",86206,83049,3143,14,0,0,0,11.3644950597979
"2022-02-20",46,"Manitoba","Other vaccines","Janssen Jcovden",1280,1279,1,0,0,0,0,7.15461535691366
"2022-02-20",46,"Manitoba","Other vaccines","Medicago Covifenz",0,0,0,0,0,0,0,-Inf
"2022-02-20",46,"Manitoba","Pfizer-BioNTech Comirnaty formulations","Pfizer-BioNTech Comirnaty (ages 12 years and older)",1815877,837692,686021,292082,81,1,0,14.412079104572
"2022-02-20",46,"Manitoba","Pfizer-BioNTech Comirnaty formulations","Pfizer-BioNTech Comirnaty (ages 5-11 years)",113783,74018,39748,17,0,0,0,11.6420484046296
"2022-02-20",46,"Manitoba","Total","Total",2792992,1499113,951320,342444,113,2,0,14.8426239806196
"2022-02-20",46,"Manitoba","Unknown","Not reported",0,0,0,0,0,0,0,-Inf
"2022-02-20",46,"Manitoba","Unknown","Unknown",0,0,0,0,0,0,0,-Inf
"2022-02-20",47,"Saskatchewan","Moderna Spikevax formulations","Moderna Spikevax",490929,172148,210669,105889,2223,0,0,13.1040547934693
"2022-02-20",47,"Saskatchewan","Moderna Spikevax formulations","Moderna Spikevax (ages 6 months-5 years)",0,0,0,0,0,0,0,-Inf
"2022-02-20",47,"Saskatchewan","Other vaccines","AstraZeneca Vaxzevria/COVISHIELD",91781,74686,17039,56,0,0,0,11.4271605835094
"2022-02-20",47,"Saskatchewan","Other vaccines","Janssen Jcovden",1676,1676,0,0,0,0,0,7.42416528104203
"2022-02-20",47,"Saskatchewan","Other vaccines","Medicago Covifenz",0,0,0,0,0,0,0,-Inf
"2022-02-20",47,"Saskatchewan","Pfizer-BioNTech Comirnaty formulations","Pfizer-BioNTech Comirnaty (ages 12 years and older)",1664760,651300,630133,367234,16093,0,0,14.3251915268628
"2022-02-20",47,"Saskatchewan","Pfizer-BioNTech Comirnaty formulations","Pfizer-BioNTech Comirnaty (ages 5-11 years)",100158,61123,39030,5,0,0,0,11.5145042180834
"2022-02-20",47,"Saskatchewan","Total","Total",2349304,960933,896871,473184,18316,0,0,14.6696296720405
"2022-02-20",47,"Saskatchewan","Unknown","Not reported",0,0,0,0,0,0,0,-Inf
"2022-02-20",47,"Saskatchewan","Unknown","Unknown",0,0,0,0,0,0,0,-Inf
"2022-02-20",48,"Alberta","Moderna Spikevax formulations","Moderna Spikevax",1716771,634003,682606,397976,2186,0,0,14.355955758824
"2022-02-20",48,"Alberta","Moderna Spikevax formulations","Moderna Spikevax (ages 6 months-5 years)",0,0,0,0,0,0,0,-Inf
"2022-02-20",48,"Alberta","Other vaccines","AstraZeneca Vaxzevria/COVISHIELD",311102,267663,42911,527,1,0,0,12.6478761116661
"2022-02-20",48,"Alberta","Other vaccines","Janssen Jcovden",6794,6746,34,14,0,0,0,8.82379514872053
"2022-02-20",48,"Alberta","Other vaccines","Medicago Covifenz",0,0,0,0,0,0,0,-Inf
"2022-02-20",48,"Alberta","Pfizer-BioNTech Comirnaty formulations","Pfizer-BioNTech Comirnaty (ages 12 years and older)",6113973,2446300,2505230,1151793,10650,0,0,15.626087365329
"2022-02-20",48,"Alberta","Pfizer-BioNTech Comirnaty formulations","Pfizer-BioNTech Comirnaty (ages 5-11 years)",245077,165814,79241,20,2,0,0,12.4093277258637
"2022-02-20",48,"Alberta","Total","Total",8470850,3570842,3336814,1550355,12839,0,0,15.9521414157844
"2022-02-20",48,"Alberta","Unknown","Not reported",0,0,0,0,0,0,0,-Inf
"2022-02-20",48,"Alberta","Unknown","Unknown",77133,50316,26792,25,0,0,0,11.2532864835431
"2022-02-20",59,"British Columbia","Moderna Spikevax formulations","Moderna Spikevax",3464106,909051,1157608,1397016,431,0,0,15.0579651486582
"2022-02-20",59,"British Columbia","Moderna Spikevax formulations","Moderna Spikevax (ages 6 months-5 years)",0,0,0,0,0,0,0,-Inf
"2022-02-20",59,"British Columbia","Other vaccines","AstraZeneca Vaxzevria/COVISHIELD",388543,278267,110091,183,2,0,0,12.8701591247757
"2022-02-20",59,"British Columbia","Other vaccines","Janssen Jcovden",4387,4032,355,0,0,0,0,8.38640090116621
"2022-02-20",59,"British Columbia","Other vaccines","Medicago Covifenz",0,0,0,0,0,0,0,-Inf
"2022-02-20",59,"British Columbia","Pfizer-BioNTech Comirnaty formulations","Pfizer-BioNTech Comirnaty (ages 12 years and older)",6908856,2981783,2795126,1131575,372,0,0,15.7483146248742
"2022-02-20",59,"British Columbia","Pfizer-BioNTech Comirnaty formulations","Pfizer-BioNTech Comirnaty (ages 5-11 years)",273251,193343,79889,19,0,0,0,12.5181460656844
"2022-02-20",59,"British Columbia","Total","Total",11039143,4366476,4143069,2528793,805,0,0,16.2169579689885
"2022-02-20",59,"British Columbia","Unknown","Not reported",0,0,0,0,0,0,0,-Inf
"2022-02-20",59,"British Columbia","Unknown","Unknown",0,0,0,0,0,0,0,-Inf
"2022-02-20",60,"Yukon","Moderna Spikevax formulations","Moderna Spikevax",82563,32939,32391,17233,0,0,0,11.3213169172645
"2022-02-20",60,"Yukon","Moderna Spikevax formulations","Moderna Spikevax (ages 6 months-5 years)",0,0,0,0,0,0,0,-Inf
"2022-02-20",60,"Yukon","Other vaccines","AstraZeneca Vaxzevria/COVISHIELD",0,0,0,0,0,0,0,-Inf
"2022-02-20",60,"Yukon","Other vaccines","Janssen Jcovden",20,20,0,0,0,0,0,2.99573227355399
"2022-02-20",60,"Yukon","Other vaccines","Medicago Covifenz",0,0,0,0,0,0,0,-Inf
"2022-02-20",60,"Yukon","Pfizer-BioNTech Comirnaty formulations","Pfizer-BioNTech Comirnaty (ages 12 years and older)",7386,2633,2628,2125,0,0,0,8.90734159541251
"2022-02-20",60,"Yukon","Pfizer-BioNTech Comirnaty formulations","Pfizer-BioNTech Comirnaty (ages 5-11 years)",2895,2042,853,0,0,0,0,7.9707403900071
"2022-02-20",60,"Yukon","Total","Total",92864,37634,35872,19358,0,0,0,11.4388913362439
"2022-02-20",60,"Yukon","Unknown","Not reported",0,0,0,0,0,0,0,-Inf
"2022-02-20",60,"Yukon","Unknown","Unknown",0,0,0,0,0,0,0,-Inf
"2022-02-20",61,"Northwest Territories","Moderna Spikevax formulations","Moderna Spikevax",84771,34159,33225,17387,0,0,0,11.347708782159
"2022-02-20",61,"Northwest Territories","Moderna Spikevax formulations","Moderna Spikevax (ages 6 months-5 years)",0,0,0,0,0,0,0,-Inf
"2022-02-20",61,"Northwest Territories","Other vaccines","AstraZeneca Vaxzevria/COVISHIELD",0,0,0,0,0,0,0,-Inf
"2022-02-20",61,"Northwest Territories","Other vaccines","Janssen Jcovden",0,0,0,0,0,0,0,-Inf
"2022-02-20",61,"Northwest Territories","Other vaccines","Medicago Covifenz",0,0,0,0,0,0,0,-Inf
"2022-02-20",61,"Northwest Territories","Pfizer-BioNTech Comirnaty formulations","Pfizer-BioNTech Comirnaty (ages 12 years and older)",9997,4008,4290,1699,0,0,0,9.21004032696718
"2022-02-20",61,"Northwest Territories","Pfizer-BioNTech Comirnaty formulations","Pfizer-BioNTech Comirnaty (ages 5-11 years)",4152,2682,1470,0,0,0,0,8.33134542484572
"2022-02-20",61,"Northwest Territories","Total","Total",98920,40849,38985,19086,0,0,0,11.5020667216354
"2022-02-20",61,"Northwest Territories","Unknown","Not reported",0,0,0,0,0,0,0,-Inf
"2022-02-20",61,"Northwest Territories","Unknown","Unknown",0,0,0,0,0,0,0,-Inf
"2022-02-20",62,"Nunavut","Moderna Spikevax formulations","Moderna Spikevax",59696,23916,22664,13116,0,0,0,10.9970202954609
"2022-02-20",62,"Nunavut","Moderna Spikevax formulations","Moderna Spikevax (ages 6 months-5 years)",0,0,0,0,0,0,0,-Inf
"2022-02-20",62,"Nunavut","Other vaccines","AstraZeneca Vaxzevria/COVISHIELD",0,0,0,0,0,0,0,-Inf
"2022-02-20",62,"Nunavut","Other vaccines","Janssen Jcovden",0,0,0,0,0,0,0,-Inf
"2022-02-20",62,"Nunavut","Other vaccines","Medicago Covifenz",0,0,0,0,0,0,0,-Inf
"2022-02-20",62,"Nunavut","Pfizer-BioNTech Comirnaty formulations","Pfizer-BioNTech Comirnaty (ages 12 years and older)",9122,4130,3774,1218,0,0,0,9.11844435727165
"2022-02-20",62,"Nunavut","Pfizer-BioNTech Comirnaty formulations","Pfizer-BioNTech Comirnaty (ages 5-11 years)",5581,3867,1714,0,0,0,0,8.62712325078843
"2022-02-20",62,"Nunavut","Total","Total",74399,31913,28152,14334,0,0,0,11.2171977798706
"2022-02-20",62,"Nunavut","Unknown","Not reported",0,0,0,0,0,0,0,-Inf
"2022-02-20",62,"Nunavut","Unknown","Unknown",0,0,0,0,0,0,0,-Inf
"2022-02-27",1,"Canada","Moderna Spikevax formulations","Moderna Spikevax",22607582,4856564,6738829,5540630,89077,1,5382481,16.9337958947051
"2022-02-27",1,"Canada","Moderna Spikevax formulations","Moderna Spikevax (ages 6 months-5 years)",0,0,0,0,0,0,0,-Inf
"2022-02-27",1,"Canada","Other vaccines","AstraZeneca Vaxzevria/COVISHIELD",2811530,1706294,406424,839,3,0,697970,14.8492393771181
"2022-02-27",1,"Canada","Other vaccines","Janssen Jcovden",18447,17846,483,84,0,0,34,9.82265703462158
"2022-02-27",1,"Canada","Other vaccines","Medicago Covifenz",0,0,0,0,0,0,0,-Inf
"2022-02-27",1,"Canada","Pfizer-BioNTech Comirnaty formulations","Pfizer-BioNTech Comirnaty (ages 12 years and older)",51960183,17154138,15436434,7673861,50403,1,11645346,17.7659882717004
"2022-02-27",1,"Canada","Pfizer-BioNTech Comirnaty formulations","Pfizer-BioNTech Comirnaty (ages 5-11 years)",2617695,1229931,691982,170,1,0,695611,14.7778047175193
"2022-02-27",1,"Canada","Total","Total",80099735,25016770,23302427,13219291,139484,2,18421761,18.1987831036686
"2022-02-27",1,"Canada","Unknown","Not reported",0,0,0,0,0,0,0,-Inf
"2022-02-27",1,"Canada","Unknown","Unknown",84298,51997,28275,3707,0,0,319,11.3421134189161
"2022-02-27",10,"Newfoundland and Labrador","Moderna Spikevax formulations","Moderna Spikevax",489237,103338,192183,192530,1186,0,0,13.1006023136227
"2022-02-27",10,"Newfoundland and Labrador","Moderna Spikevax formulations","Moderna Spikevax (ages 6 months-5 years)",0,0,0,0,0,0,0,-Inf
